,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
4152,4555784,80,edison,2020-11-04T11:14:33Z,michigan,5550000,2279543,4730984,4824260,0.513,0.47,0
4153,4564424,81,edison,2020-11-04T11:14:48Z,michigan,5550000,2279543,4730984,4824260,0.513,0.47,0
4154,4565175,81,edison,2020-11-04T11:26:47Z,michigan,5550000,2279543,4730984,4824260,0.513,0.47,0
4155,4574555,81,edison,2020-11-04T11:31:48Z,michigan,5550000,2279543,4730984,4824260,0.513,0.47,0
4156,4724327,83,edison,2020-11-04T11:31:53Z,michigan,5550000,2279543,4730984,4824260,0.498,0.485,0
4157,4734623,84,edison,2020-11-04T11:52:08Z,michigan,5550000,2279543,4730984,4824260,0.498,0.485,0
4158,4752966,84,edison,2020-11-04T12:03:10Z,michigan,5550000,2279543,4730984,4824260,0.498,0.486,0
4159,4815774,85,edison,2020-11-04T12:08:46Z,michigan,5550000,2279543,4730984,4824260,0.496,0.487,0
4160,4825508,85,edison,2020-11-04T12:12:57Z,michigan,5550000,2279543,4730984,4824260,0.497,0.487,0
4161,4866279,86,edison,2020-11-04T12:14:51Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4162,4866299,86,edison,2020-11-04T12:35:25Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4163,4867492,86,edison,2020-11-04T12:36:47Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4164,4868902,86,edison,2020-11-04T12:44:51Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4165,4873736,86,edison,2020-11-04T12:49:53Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4166,4874836,86,edison,2020-11-04T13:15:47Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4167,4883065,86,edison,2020-11-04T13:23:51Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4168,4915925,87,edison,2020-11-04T13:40:52Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4169,4937389,87,edison,2020-11-04T13:54:47Z,michigan,5550000,2279543,4730984,4824260,0.494,0.489,0
4170,4963304,88,edison,2020-11-04T13:59:48Z,michigan,5550000,2279543,4730984,4824260,0.493,0.49,0
4171,5023632,89,edison,2020-11-04T14:02:47Z,michigan,5550000,2279543,4730984,4824260,0.492,0.492,0
4172,5025801,89,edison,2020-11-04T14:04:48Z,michigan,5550000,2279543,4730984,4824260,0.492,0.492,0
4173,5048379,89,edison,2020-11-04T14:05:48Z,michigan,5550000,2279543,4730984,4824260,0.491,0.492,0
4174,5055174,89,edison,2020-11-04T14:15:15Z,michigan,5550000,2279543,4730984,4824260,0.491,0.492,0
4175,5080970,90,edison,2020-11-04T14:15:50Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4176,5095176,90,edison,2020-11-04T14:23:48Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4177,5106890,90,edison,2020-11-04T14:45:48Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4178,5107896,90,edison,2020-11-04T15:01:49Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4179,5108580,90,edison,2020-11-04T15:23:50Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4180,5110614,90,edison,2020-11-04T15:32:50Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4181,5112648,90,edison,2020-11-04T15:43:49Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4182,5114931,90,edison,2020-11-04T15:58:49Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4183,5121579,90,edison,2020-11-04T16:07:50Z,michigan,5550000,2279543,4730984,4824260,0.491,0.493,0
4184,5184544,92,edison,2020-11-04T16:15:42Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4185,5187059,92,edison,2020-11-04T16:21:48Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4186,5201268,92,edison,2020-11-04T16:24:49Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4187,5201437,92,edison,2020-11-04T16:30:48Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4188,5207177,92,edison,2020-11-04T16:33:49Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4189,5217543,92,edison,2020-11-04T16:36:13Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4190,5221380,92,edison,2020-11-04T16:50:47Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4191,5222700,92,edison,2020-11-04T16:53:48Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4192,5235737,92,edison,2020-11-04T17:00:17Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4193,5236020,92,edison,2020-11-04T17:34:13Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4194,5236793,92,edison,2020-11-04T17:38:48Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4195,5252066,93,edison,2020-11-04T17:42:50Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4196,5254215,93,edison,2020-11-04T17:46:49Z,michigan,5550000,2279543,4730984,4824260,0.489,0.495,0
4197,5303442,94,edison,2020-11-04T17:53:12Z,michigan,5550000,2279543,4730984,4824260,0.487,0.496,0
4198,5291005,94,edison,2020-11-04T18:23:51Z,michigan,5550000,2279543,4730984,4824260,0.487,0.496,0
4199,5291155,94,edison,2020-11-04T18:26:24Z,michigan,5550000,2279543,4730984,4824260,0.487,0.496,0
4200,5291276,94,edison,2020-11-04T19:08:47Z,michigan,5550000,2279543,4730984,4824260,0.487,0.496,0
4201,5329650,94,edison,2020-11-04T19:13:49Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4202,5329728,94,edison,2020-11-04T19:28:30Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4203,5331105,94,edison,2020-11-04T20:10:47Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4204,5335699,94,edison,2020-11-04T20:23:50Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4205,5336392,94,edison,2020-11-04T20:38:47Z,michigan,5550000,2279543,4730984,4824260,0.488,0.495,0
4206,5372494,95,edison,2020-11-04T20:55:38Z,michigan,5550000,2279543,4730984,4824260,0.486,0.498,0
4207,5372494,97,edison,2020-11-04T21:15:13Z,michigan,5550000,2279543,4730984,4824260,0.486,0.498,0
4208,5389498,97,edison,2020-11-04T21:37:25Z,michigan,5550000,2279543,4730984,4824260,0.486,0.498,0
4209,5395016,97,edison,2020-11-04T23:31:12Z,michigan,5550000,2279543,4730984,4824260,0.485,0.498,0
4210,5452254,98,edison,2020-11-05T00:02:49Z,michigan,5550000,2279543,4730984,4824260,0.482,0.501,0
4211,5472004,99,edison,2020-11-05T00:29:28Z,michigan,5550000,2279543,4730984,4824260,0.481,0.503,0
4212,5472595,99,edison,2020-11-05T01:39:50Z,michigan,5550000,2279543,4730984,4824260,0.481,0.503,0
4213,5493400,99,edison,2020-11-05T03:45:20Z,michigan,5550000,2279543,4730984,4824260,0.48,0.504,0
4214,5515817,99,edison,2020-11-05T13:34:44Z,michigan,5550000,2279543,4730984,4824260,0.478,0.506,0
4215,5533144,99,edison,2020-11-05T21:23:40Z,michigan,5550000,2279543,4730984,4824260,0.479,0.505,0
4216,5533164,99,edison,2020-11-06T01:56:40Z,michigan,5550000,2279543,4730984,4824260,0.479,0.505,0
4217,5533185,99,edison,2020-11-06T17:46:36Z,michigan,5550000,2279543,4730984,4824260,0.479,0.505,0
4218,5530389,99,edison,2020-11-06T18:11:31Z,michigan,5550000,2279543,4730984,4824260,0.479,0.505,0
4219,5530390,99,edison,2020-11-06T18:23:36Z,michigan,5550000,2279543,4730984,4824260,0.479,0.505,0
4220,0,0,edison,2020-11-04T09:55:44Z,minnesota,3300000,1323232,2936561,2945233,0.0,0.0,0
4221,254095,7,edison,2020-11-04T02:31:47Z,minnesota,3300000,1323232,2936561,2945233,0.285,0.697,0
4222,273168,8,edison,2020-11-04T02:36:54Z,minnesota,3300000,1323232,2936561,2945233,0.301,0.677,0
4223,656181,19,edison,2020-11-04T02:42:28Z,minnesota,3300000,1323232,2936561,2945233,0.304,0.676,0
4224,656769,19,edison,2020-11-04T02:44:00Z,minnesota,3300000,1323232,2936561,2945233,0.305,0.676,0
4225,657053,19,edison,2020-11-04T02:47:21Z,minnesota,3300000,1323232,2936561,2945233,0.305,0.676,0
4226,873556,26,edison,2020-11-04T02:49:26Z,minnesota,3300000,1323232,2936561,2945233,0.319,0.661,0
4227,879864,26,edison,2020-11-04T02:53:51Z,minnesota,3300000,1323232,2936561,2945233,0.32,0.66,0
4228,989934,29,edison,2020-11-04T03:00:48Z,minnesota,3300000,1323232,2936561,2945233,0.338,0.642,0
4229,1107094,32,edison,2020-11-04T03:10:10Z,minnesota,3300000,1323232,2936561,2945233,0.361,0.619,0
4230,1107728,32,edison,2020-11-04T03:16:50Z,minnesota,3300000,1323232,2936561,2945233,0.361,0.619,0
4231,1107768,32,edison,2020-11-04T03:21:23Z,minnesota,3300000,1323232,2936561,2945233,0.361,0.619,0
4232,1137624,33,edison,2020-11-04T03:22:01Z,minnesota,3300000,1323232,2936561,2945233,0.364,0.616,0
4233,1149247,34,edison,2020-11-04T03:25:36Z,minnesota,3300000,1323232,2936561,2945233,0.366,0.614,0
4234,1211969,35,edison,2020-11-04T03:30:50Z,minnesota,3300000,1323232,2936561,2945233,0.37,0.609,0
4235,1237404,36,edison,2020-11-04T03:31:51Z,minnesota,3300000,1323232,2936561,2945233,0.37,0.609,0
4236,1243486,36,edison,2020-11-04T03:33:07Z,minnesota,3300000,1323232,2936561,2945233,0.372,0.608,0
4237,1249290,37,edison,2020-11-04T03:37:36Z,minnesota,3300000,1323232,2936561,2945233,0.372,0.607,0
4238,1300222,38,edison,2020-11-04T03:42:54Z,minnesota,3300000,1323232,2936561,2945233,0.378,0.602,0
4239,1300276,38,edison,2020-11-04T03:43:52Z,minnesota,3300000,1323232,2936561,2945233,0.378,0.602,0
4240,1300304,38,edison,2020-11-04T03:46:20Z,minnesota,3300000,1323232,2936561,2945233,0.378,0.602,0
4241,1301914,38,edison,2020-11-04T03:48:19Z,minnesota,3300000,1323232,2936561,2945233,0.378,0.602,0
4242,1312460,38,edison,2020-11-04T03:50:20Z,minnesota,3300000,1323232,2936561,2945233,0.38,0.6,0
4243,1419021,42,edison,2020-11-04T03:51:20Z,minnesota,3300000,1323232,2936561,2945233,0.392,0.587,0
4244,1420621,42,edison,2020-11-04T03:56:00Z,minnesota,3300000,1323232,2936561,2945233,0.393,0.587,0
4245,1424056,42,edison,2020-11-04T03:56:34Z,minnesota,3300000,1323232,2936561,2945233,0.393,0.586,0
4246,1425046,42,edison,2020-11-04T03:56:42Z,minnesota,3300000,1323232,2936561,2945233,0.394,0.586,0
4247,1425651,42,edison,2020-11-04T03:58:32Z,minnesota,3300000,1323232,2936561,2945233,0.393,0.586,0
4248,1510684,44,edison,2020-11-04T04:00:26Z,minnesota,3300000,1323232,2936561,2945233,0.394,0.577,0
4249,1510693,44,edison,2020-11-04T04:00:55Z,minnesota,3300000,1323232,2936561,2945233,0.394,0.577,0
4250,1511429,44,edison,2020-11-04T04:06:06Z,minnesota,3300000,1323232,2936561,2945233,0.394,0.576,0
4251,1516407,44,edison,2020-11-04T04:08:28Z,minnesota,3300000,1323232,2936561,2945233,0.4,0.579,0
4252,1518902,44,edison,2020-11-04T04:09:35Z,minnesota,3300000,1323232,2936561,2945233,0.401,0.579,0
4253,1582143,46,edison,2020-11-04T04:11:40Z,minnesota,3300000,1323232,2936561,2945233,0.406,0.574,0
4254,1583375,46,edison,2020-11-04T04:14:11Z,minnesota,3300000,1323232,2936561,2945233,0.407,0.573,0
4255,1583386,46,edison,2020-11-04T04:16:57Z,minnesota,3300000,1323232,2936561,2945233,0.406,0.573,0
4256,1590227,47,edison,2020-11-04T04:20:14Z,minnesota,3300000,1323232,2936561,2945233,0.408,0.572,0
4257,1828768,54,edison,2020-11-04T04:20:44Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.559,0
4258,1828784,54,edison,2020-11-04T04:23:03Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.559,0
4259,1830835,54,edison,2020-11-04T04:24:09Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.558,0
4260,1836611,54,edison,2020-11-04T04:26:46Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.559,0
4261,1836647,54,edison,2020-11-04T04:28:34Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.559,0
4262,1836796,54,edison,2020-11-04T04:31:23Z,minnesota,3300000,1323232,2936561,2945233,0.421,0.558,0
4263,2033579,60,edison,2020-11-04T04:32:26Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.545,0
4264,2033609,60,edison,2020-11-04T04:32:46Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.545,0
4265,2042773,60,edison,2020-11-04T04:33:47Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.545,0
4266,2045867,60,edison,2020-11-04T04:34:57Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4267,2049828,60,edison,2020-11-04T04:35:54Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4268,2056680,60,edison,2020-11-04T04:36:36Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4269,2066402,61,edison,2020-11-04T04:37:23Z,minnesota,3300000,1323232,2936561,2945233,0.436,0.543,0
4270,2069583,61,edison,2020-11-04T04:37:38Z,minnesota,3300000,1323232,2936561,2945233,0.437,0.542,0
4271,2071091,61,edison,2020-11-04T04:37:55Z,minnesota,3300000,1323232,2936561,2945233,0.437,0.542,0
4272,1876245,61,edison,2020-11-04T04:38:43Z,minnesota,3300000,1323232,2936561,2945233,0.425,0.555,0
4273,1876596,61,edison,2020-11-04T04:39:42Z,minnesota,3300000,1323232,2936561,2945233,0.425,0.555,0
4274,2021749,61,edison,2020-11-04T04:40:22Z,minnesota,3300000,1323232,2936561,2945233,0.431,0.549,0
4275,2021809,61,edison,2020-11-04T04:46:22Z,minnesota,3300000,1323232,2936561,2945233,0.431,0.549,0
4276,2031199,61,edison,2020-11-04T04:46:37Z,minnesota,3300000,1323232,2936561,2945233,0.431,0.548,0
4277,2037243,61,edison,2020-11-04T04:48:33Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4278,2037256,61,edison,2020-11-04T04:51:31Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4279,2103621,62,edison,2020-11-04T04:51:49Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4280,2105183,62,edison,2020-11-04T04:52:21Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4281,2105188,62,edison,2020-11-04T04:53:48Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4282,2105251,62,edison,2020-11-04T04:54:53Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4283,2105826,62,edison,2020-11-04T04:56:08Z,minnesota,3300000,1323232,2936561,2945233,0.432,0.548,0
4284,2109780,62,edison,2020-11-04T04:57:01Z,minnesota,3300000,1323232,2936561,2945233,0.433,0.547,0
4285,2109861,62,edison,2020-11-04T04:57:22Z,minnesota,3300000,1323232,2936561,2945233,0.433,0.547,0
4286,2111692,62,edison,2020-11-04T04:57:44Z,minnesota,3300000,1323232,2936561,2945233,0.433,0.547,0
4287,2138460,63,edison,2020-11-04T04:59:22Z,minnesota,3300000,1323232,2936561,2945233,0.436,0.544,0
4288,2138463,63,edison,2020-11-04T05:01:30Z,minnesota,3300000,1323232,2936561,2945233,0.436,0.544,0
4289,2138541,63,edison,2020-11-04T05:05:00Z,minnesota,3300000,1323232,2936561,2945233,0.436,0.544,0
4290,2145656,63,edison,2020-11-04T05:07:15Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4291,2156420,63,edison,2020-11-04T05:07:56Z,minnesota,3300000,1323232,2936561,2945233,0.436,0.544,0
4292,2222184,65,edison,2020-11-04T05:09:40Z,minnesota,3300000,1323232,2936561,2945233,0.441,0.539,0
4293,2222190,65,edison,2020-11-04T05:11:09Z,minnesota,3300000,1323232,2936561,2945233,0.441,0.539,0
4294,2224909,65,edison,2020-11-04T05:15:39Z,minnesota,3300000,1323232,2936561,2945233,0.441,0.539,0
4295,2224994,65,edison,2020-11-04T05:16:12Z,minnesota,3300000,1323232,2936561,2945233,0.441,0.539,0
4296,2224997,65,edison,2020-11-04T05:18:34Z,minnesota,3300000,1323232,2936561,2945233,0.441,0.539,0
4297,2279780,67,edison,2020-11-04T05:19:48Z,minnesota,3300000,1323232,2936561,2945233,0.444,0.535,0
4298,2279806,67,edison,2020-11-04T05:22:06Z,minnesota,3300000,1323232,2936561,2945233,0.444,0.535,0
4299,2280430,67,edison,2020-11-04T05:25:22Z,minnesota,3300000,1323232,2936561,2945233,0.444,0.535,0
4300,2280521,67,edison,2020-11-04T05:26:44Z,minnesota,3300000,1323232,2936561,2945233,0.444,0.535,0
4301,2289553,67,edison,2020-11-04T05:28:52Z,minnesota,3300000,1323232,2936561,2945233,0.445,0.535,0
4302,2291186,67,edison,2020-11-04T05:30:22Z,minnesota,3300000,1323232,2936561,2945233,0.445,0.535,0
4303,2580343,76,edison,2020-11-04T05:30:39Z,minnesota,3300000,1323232,2936561,2945233,0.428,0.552,0
4304,2588993,76,edison,2020-11-04T05:30:50Z,minnesota,3300000,1323232,2936561,2945233,0.428,0.551,0
4305,2588996,76,edison,2020-11-04T05:32:28Z,minnesota,3300000,1323232,2936561,2945233,0.428,0.551,0
4306,2589089,76,edison,2020-11-04T05:36:04Z,minnesota,3300000,1323232,2936561,2945233,0.428,0.551,0
4307,2589869,76,edison,2020-11-04T05:36:16Z,minnesota,3300000,1323232,2936561,2945233,0.429,0.551,0
4308,2590168,76,edison,2020-11-04T05:36:50Z,minnesota,3300000,1323232,2936561,2945233,0.429,0.551,0
4309,2590776,76,edison,2020-11-04T05:36:55Z,minnesota,3300000,1323232,2936561,2945233,0.429,0.551,0
4310,2656134,78,edison,2020-11-04T05:39:33Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.546,0
4311,2657290,78,edison,2020-11-04T05:41:00Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.546,0
4312,2657458,78,edison,2020-11-04T05:41:39Z,minnesota,3300000,1323232,2936561,2945233,0.434,0.546,0
4313,2669979,78,edison,2020-11-04T05:44:28Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4314,2669999,78,edison,2020-11-04T05:46:24Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4315,2670002,78,edison,2020-11-04T05:47:07Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4316,2671911,78,edison,2020-11-04T05:47:15Z,minnesota,3300000,1323232,2936561,2945233,0.435,0.544,0
4317,2711357,79,edison,2020-11-04T05:50:15Z,minnesota,3300000,1323232,2936561,2945233,0.437,0.543,0
4318,2711402,79,edison,2020-11-04T05:58:42Z,minnesota,3300000,1323232,2936561,2945233,0.437,0.543,0
4319,2787937,82,edison,2020-11-04T05:59:17Z,minnesota,3300000,1323232,2936561,2945233,0.439,0.54,0
4320,2787956,82,edison,2020-11-04T06:00:59Z,minnesota,3300000,1323232,2936561,2945233,0.439,0.54,0
4321,2793095,82,edison,2020-11-04T06:02:35Z,minnesota,3300000,1323232,2936561,2945233,0.44,0.54,0
4322,2793104,82,edison,2020-11-04T06:03:07Z,minnesota,3300000,1323232,2936561,2945233,0.44,0.54,0
4323,2793202,82,edison,2020-11-04T06:08:18Z,minnesota,3300000,1323232,2936561,2945233,0.44,0.54,0
4324,2843132,83,edison,2020-11-04T06:09:14Z,minnesota,3300000,1323232,2936561,2945233,0.443,0.537,0
4325,2843155,83,edison,2020-11-04T06:13:10Z,minnesota,3300000,1323232,2936561,2945233,0.443,0.537,0
4326,2843156,83,edison,2020-11-04T06:16:06Z,minnesota,3300000,1323232,2936561,2945233,0.443,0.537,0
4327,2877872,84,edison,2020-11-04T06:18:55Z,minnesota,3300000,1323232,2936561,2945233,0.445,0.535,0
4328,2917855,85,edison,2020-11-04T06:28:59Z,minnesota,3300000,1323232,2936561,2945233,0.445,0.535,0
4329,2988838,88,edison,2020-11-04T06:39:00Z,minnesota,3300000,1323232,2936561,2945233,0.447,0.532,0
4330,2988853,88,edison,2020-11-04T06:42:21Z,minnesota,3300000,1323232,2936561,2945233,0.447,0.532,0
4331,3000288,88,edison,2020-11-04T06:45:44Z,minnesota,3300000,1323232,2936561,2945233,0.448,0.532,0
4332,3066141,90,edison,2020-11-04T06:48:55Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4333,3066156,90,edison,2020-11-04T06:52:17Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4334,3066160,90,edison,2020-11-04T06:53:31Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4335,3067001,90,edison,2020-11-04T06:58:49Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4336,3071907,90,edison,2020-11-04T07:08:51Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4337,3071942,90,edison,2020-11-04T07:09:50Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.531,0
4338,3086686,90,edison,2020-11-04T07:18:51Z,minnesota,3300000,1323232,2936561,2945233,0.449,0.53,0
4339,3114656,91,edison,2020-11-04T07:28:52Z,minnesota,3300000,1323232,2936561,2945233,0.451,0.529,0
4340,3130473,92,edison,2020-11-04T07:38:50Z,minnesota,3300000,1323232,2936561,2945233,0.452,0.527,0
4341,3130479,92,edison,2020-11-04T07:42:25Z,minnesota,3300000,1323232,2936561,2945233,0.452,0.527,0
4342,3141575,92,edison,2020-11-04T07:48:51Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4343,3141582,92,edison,2020-11-04T07:55:22Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4344,3145558,92,edison,2020-11-04T07:58:49Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4345,3145607,92,edison,2020-11-04T08:07:58Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4346,3146056,92,edison,2020-11-04T08:08:49Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4347,3150808,92,edison,2020-11-04T08:12:19Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4348,3151184,92,edison,2020-11-04T08:14:04Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4349,3151294,92,edison,2020-11-04T08:18:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4350,3151310,92,edison,2020-11-04T08:22:01Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4351,3152986,92,edison,2020-11-04T08:28:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4352,3170890,93,edison,2020-11-04T08:38:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.527,0
4353,3171823,93,edison,2020-11-04T08:48:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.527,0
4354,3172197,93,edison,2020-11-04T08:58:50Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.527,0
4355,3172225,93,edison,2020-11-04T09:03:25Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.527,0
4356,3172365,93,edison,2020-11-04T09:08:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.527,0
4357,3181753,93,edison,2020-11-04T09:18:53Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4358,3182195,93,edison,2020-11-04T09:28:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4359,3183051,93,edison,2020-11-04T09:38:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4360,3183341,93,edison,2020-11-04T09:48:48Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4361,3188678,93,edison,2020-11-04T09:58:50Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4362,3189298,93,edison,2020-11-04T10:08:55Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4363,3190229,93,edison,2020-11-04T10:18:49Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4364,3190637,93,edison,2020-11-04T10:28:50Z,minnesota,3300000,1323232,2936561,2945233,0.453,0.526,0
4365,3193224,94,edison,2020-11-04T10:39:17Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4366,3193701,94,edison,2020-11-04T10:48:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4367,3196671,94,edison,2020-11-04T10:58:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4368,3196739,94,edison,2020-11-04T11:08:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4369,3197394,94,edison,2020-11-04T14:58:50Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4370,3199488,94,edison,2020-11-04T15:16:28Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4371,3199823,94,edison,2020-11-04T15:16:58Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4372,3200448,94,edison,2020-11-04T15:18:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4373,3200708,94,edison,2020-11-04T15:28:50Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4374,3201243,94,edison,2020-11-04T15:48:51Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4375,3201990,94,edison,2020-11-04T15:58:51Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4376,3202507,94,edison,2020-11-04T16:18:51Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.525,0
4377,3203846,94,edison,2020-11-04T16:38:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.525,0
4378,3208120,94,edison,2020-11-04T17:08:50Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.525,0
4379,3209490,94,edison,2020-11-04T17:38:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.525,0
4380,3211231,94,edison,2020-11-04T17:48:52Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.525,0
4381,3213000,94,edison,2020-11-04T17:58:51Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4382,3213827,94,edison,2020-11-04T18:08:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4383,3215288,94,edison,2020-11-04T18:18:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4384,3215684,94,edison,2020-11-04T18:28:52Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4385,3216286,94,edison,2020-11-04T18:48:51Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4386,3217489,94,edison,2020-11-04T19:08:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4387,3219182,94,edison,2020-11-04T19:28:50Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4388,3219908,94,edison,2020-11-04T19:48:48Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4389,3221109,94,edison,2020-11-04T19:58:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4390,3221776,94,edison,2020-11-04T20:08:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4391,3221875,94,edison,2020-11-04T20:38:49Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
4392,3222041,94,edison,2020-11-04T20:49:00Z,minnesota,3300000,1323232,2936561,2945233,0.454,0.526,0
